DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,ACCOUNT TYPE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Cherish Cymru Limited,605.48,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,All Saints DC Limited,606.98,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Annwyl Limited t/a Bluebird Care,615.05,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Willowmere Home Care Agency Limited,616.86,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Cherish Cymru Limited,634.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,All Saints DC Limited,636.51,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Willowmere Home Care Agency Limited,637.30,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,1st Grade Care Limited,640.77,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,1st Grade Care Limited,640.78,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Annwyl Limited t/a Bluebird Care,643.44,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Willowmere Home Care Agency Limited,655.35,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Heidi Christoforato t/a Churchfields Home Care,660.62,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Cherish Cymru Limited,679.52,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,All Saints DC Limited,681.35,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,1st Grade Care Limited,683.70,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,1st Grade Care Limited,691.39,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,692.24,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,692.24,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,All Saints DC Limited,705.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Willowmere Home Care Agency Limited,706.95,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Annwyl Limited t/a Bluebird Care,707.54,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,1st Grade Care Limited,723.84,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Annwyl Limited t/a Bluebird Care,724.28,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Willowmere Home Care Agency Limited,736.45,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Willowmere Home Care Agency Limited,739.38,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Willowmere Home Care Agency Limited,739.42,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Willowmere Home Care Agency Limited,745.07,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,1st Grade Care Limited,748.44,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,All Saints DC Limited,753.12,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Willowmere Home Care Agency Limited,765.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,All Saints DC Limited,773.31,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Willowmere Home Care Agency Limited,778.56,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Annwyl Limited t/a Bluebird Care,805.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,816.68,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Annwyl Limited t/a Bluebird Care,822.47,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,825.89,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Annwyl Limited t/a Bluebird Care,829.07,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Annwyl Limited t/a Bluebird Care,854.06,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Willowmere Home Care Agency Limited,876.12,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,899.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,All Saints DC Limited,900.15,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,929.80,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,1st Grade Care Limited,943.76,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Heidi Christoforato t/a Churchfields Home Care,"1,067.25",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,All Saints DC Limited,"1,519.97",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Cherish Cymru Limited,"1,542.42",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Willowmere Home Care Agency Limited,"1,627.44",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,216179,Willowmere Home Care Agency Limited,500.80,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,216179,All Saints DC Limited,519.81,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,216179,1st Grade Care Limited,681.33,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,216179,Cherish Cymru Limited,"1,856.51",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,217909,Heidi Christoforato t/a Churchfields Home Care,598.69,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,217909,Heidi Christoforato t/a Churchfields Home Care,676.85,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,218419,A1 Care Services Limited t/a Ty Ceirios Nursing Home,517.95,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,218419,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,549.20,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19/05/2020,101004,Blue Sky Digital Solutions Limited,546.25,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19/05/2020,101047,3P Learning Limited,"2,241.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19/05/2020,101202,GDPR in Schools Limited,595.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19/05/2020,101202,Konica Minolta Business Solutions Limited,667.30,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19/05/2020,101229,1st Office Equipment Limited,790.23,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19/05/2020,101304,The Assessment Foundation CIC,"1,230.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19/05/2020,102593,Education Staffing Solutions Limited,508.75,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19/05/2020,102593,Academia Limited,852.88,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19/05/2020,102593,Findel Education Limited,"1,280.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19/05/2020,102593,CCS Media Limited,"1,472.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,19/05/2020,102632,Inspired Learners Limited,"1,190.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,19/05/2020,102632,Associated Community Training Limited,"103,440.00",REVENUE
DIRECT LEARNING AND SKILLS,GF CATERING,19/05/2020,156009,Filco Supermarkets Limited,"1,092.00",REVENUE
DIRECT LEARNING AND SKILLS,GF CATERING,19/05/2020,156009,Asda Stores Limited,"37,440.00",REVENUE
DIRECT LEARNING AND SKILLS,GF CATERING,19/05/2020,156009,Tesco Stores Limited,"58,500.00",REVENUE
DIRECT LEARNING AND SKILLS,GF CATERING,19/05/2020,156009,Asda Stores Limited,"112,320.00",REVENUE
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,19/05/2020,212731,Brake Bros Limited,505.95,REVENUE
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,19/05/2020,212731,Burner Efficiency Services Limited,634.62,REVENUE
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,19/05/2020,212781,Castell Howell Foods Limited,531.33,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215191,NonStop Consulting Limited,"1,086.30",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,E&G Senior Care Limited t/a Right at Home (Bridgend & Vale of Glamorgan),505.99,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,540.58,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Grangelodge Residential Home Limited t/a Grangelodge,553.66,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,588.92,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,632.60,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,680.49,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,686.39,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Cardiff Homecare Limited,744.59,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,E&G Senior Care Limited t/a Right at Home (Bridgend & Vale of Glamorgan),"2,686.99",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,216179,Grangelodge Residential Home Limited t/a Grangelodge,851.35,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,217909,Accomplish Group Limited t/a Ty Bradwen,"1,755.30",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,218321,Hafod Housing Association Limited,645.50,REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,19/05/2020,260116,Hafod Housing Association Limited,521.23,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,19/05/2020,333218,Complete Weed Control (South Wales) Limited,845.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,19/05/2020,333500,Complete Weed Control (South Wales) Limited,975.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,19/05/2020,333500,Cambrian Construction Equipment Limited t/a Cambrian Group UK,"1,443.75",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,19/05/2020,333500,Cambrian Construction Equipment Limited t/a Cambrian Group UK,"3,391.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,19/05/2020,333510,Ace Site Services (UK) Limited,850.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365789,Peyton Travel Limited,669.38,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365789,Peyton Travel Limited,715.50,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365789,Peyton Travel Limited,838.13,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365789,Peyton Travel Limited,888.75,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365789,Peyton Travel Limited,888.75,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365789,Peyton Travel Limited,945.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365789,Peyton Travel Limited,"1,395.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365789,Peyton Travel Limited,"2,677.50",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,776.25,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,838.12,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,877.50,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,894.37,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,922.50,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,945.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,"1,001.25",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,"1,091.25",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,"1,338.75",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,"1,395.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,"1,507.50",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,"1,552.50",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,"1,563.75",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,"1,743.75",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,"1,777.50",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,"1,777.50",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365790,Peyton Travel Limited,"1,901.25",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365794,Peyton Travel Limited,553.50,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,19/05/2020,365794,Peyton Travel Limited,669.37,REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,19/05/2020,400063,Virgin Media Business Limited,"1,089.60",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,19/05/2020,400063,Telefonica UK Limited t/a O2,"7,587.92",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,19/05/2020,400063,I-proc - BT Global Services Limited,"55,556.61",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,19/05/2020,407111,Civica UK Limited,"12,057.11",REVENUE
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,19/05/2020,471921,Brammer UK Limited t/a Brammer Buck & Hickman,"49,715.00",REVENUE
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,19/05/2020,471921,Hemp Alternatives Wales Limited,"146,666.67",REVENUE
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,19/05/2020,834231,Bruton Knowles LLP,"1,566.50",CAPITAL
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,19/05/2020,842177,Ian Williams Limited,"27,765.96",CAPITAL
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,19/05/2020,341123,Cardiff County Council,"19,881.23",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,19/05/2020,341220,Cardiff County Council,"7,679.50",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,19/05/2020,341500,Cardiff County Council,"26,016.43",REVENUE
DIRECT POLICY,GF CORPORATE POLICY MAKING,19/05/2020,460500,Information Commissioners Office,"2,900.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19/05/2020,101047,New Directions (Education) Limited,757.50,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19/05/2020,101304,Teaching Personnel Limited,"1,744.80",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19/05/2020,101304,Teaching Personnel Limited,"1,963.10",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19/05/2020,101304,Teaching Personnel Limited,"1,963.10",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,April Complete Care Solutions Limited,604.45,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,April Complete Care Solutions Limited,763.45,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,217909,April Complete Care Solutions Limited,844.10,REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,19/05/2020,403153,Randstad Solutions Limited,595.00,REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,19/05/2020,403219,Randstad Solutions Limited,"1,264.75",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,19/05/2020,407119,Hays Specialist Recruitment Limited,739.01,REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,19/05/2020,407119,Hays Specialist Recruitment Limited,849.85,REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,19/05/2020,407119,Hays Specialist Recruitment Limited,984.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,19/05/2020,407119,Hays Specialist Recruitment Limited,"1,108.52",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,19/05/2020,407119,Hays Specialist Recruitment Limited,"1,117.74",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,19/05/2020,407119,Hays Specialist Recruitment Limited,"1,163.94",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,19/05/2020,407119,Hays Specialist Recruitment Limited,"1,367.17",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,19/05/2020,407119,Hays Specialist Recruitment Limited,"1,367.17",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,19/05/2020,407119,Hays Specialist Recruitment Limited,"1,367.17",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,19/05/2020,407119,Hays Specialist Recruitment Limited,"1,570.38",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,19/05/2020,407119,Hays Specialist Recruitment Limited,"1,616.56",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,19/05/2020,407119,Hays Specialist Recruitment Limited,"2,364.82",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215022,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,634.60,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215022,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,823.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215022,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,"1,220.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215022,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,"2,287.50",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215022,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,"2,520.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215022,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,"3,660.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215022,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,"6,954.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215022,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,"7,320.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,J and P Residential Homes Limited T/A Monkstone House,501.68,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,501.91,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,502.44,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Sunshine Care Limited t/a The Retreat Care Home,503.09,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Hebron Hall Limited,503.56,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,HC-One Limited t/a Glanffrwd Care Home,507.93,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,509.31,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Waverley Care Centre Limited,512.46,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,512.48,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,515.11,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Waverley Care Centre Limited,515.95,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,The Manor House St Hilary Limited T/A Milsom House,518.27,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,June Zehetmayr t/a Tower Hill Residential Home,519.03,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,519.31,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,The Royal Masonic Benevolent Institution Care Company T/A Albert Edward Prince of Wales Court,519.85,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,531.85,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,532.06,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,MHA Care Group t/a Morel Court,532.10,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,534.45,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,535.89,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,537.65,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,537.74,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,538.25,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,538.35,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,541.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Waverley Care Centre Limited,543.96,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,544.55,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),547.67,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19/05/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,551.41,REVENUE
