DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,TYPE,,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,AR CAPITAL HIGHWAYS,17/11/2022,831614,Steve Ambler & Sons Tree Specialist Limited,525.00,CAPITAL,,,
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,18/11/2022,100650,Swallow Playgroup,"22,176.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,18/11/2022,100929,LCB Construction Limited,"2,576.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101005,Schools EDI - EDF Energy Plc,"1,328.93",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101006,Tugbury Limited,880.10,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101006,Globebrow Limited t/a Manor Adventure,"2,500.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101006,New Directions (Education) Limited,503.70,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101006,New Directions (Education) Limited,503.70,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101006,TeacherActive Limited,514.55,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101006,Apollo Teaching Services Limited,527.60,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101006,Apollo Teaching Services Limited,588.03,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101006,TeacherActive Limited,"1,056.15",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101030,Red Dragon Air Conditioning Limited,985.87,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101030,A & R Contract Cleaning Specialist Limited,"2,178.17",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101030,A-Day Consultants Limited T/A Academics,"2,314.77",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101030,Cornerstones Education Limited,"2,500.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101031,J C Building & Electrical Services Limited,"1,465.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101031,Bay Resourcing Limited,584.76,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101031,Bay Resourcing Limited,788.96,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101047,RP Brown Limited t/a Cymraeg Cleaning,750.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101047,Strategol Limited,850.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101047,New Directions (Education) Limited,585.96,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101055,Schools EDI - EDF Energy Plc,931.31,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101063,Schools EDI - EDF Energy Plc,"1,450.62",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101065,The Learning Partnership (Wales) Limited,696.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101065,Teaching Personnel Limited,574.85,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101065,Teaching Personnel Limited,574.85,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101065,Teaching Personnel Limited,574.90,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101065,Teaching Personnel Limited,574.90,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101065,Teaching Personnel Limited,"1,013.45",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101065,Teaching Personnel Limited,"1,013.45",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101110,Findel Education Limited,560.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101110,Collective Learning Limited,"1,220.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101134,Field Studies Council,500.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101134,Schools EDI - EDF Energy Plc,"1,610.60",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101141,Dragon Air Conditioning Limited,500.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101141,Apollo Teaching Services Limited,588.03,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101202,Schools EDI - EDF Energy Plc,"-2,887.64",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101202,Schools EDI - EDF Energy Plc,"2,176.85",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101216,A-Day Consultants Limited T/A Academics,993.20,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101216,Schools EDI - EDF Energy Plc,"1,038.11",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101216,New Directions (Education) Limited,592.86,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101221,Schools EDI - EDF Energy Plc,-902.87,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101221,Schools EDI - EDF Energy Plc,915.48,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101221,Schools EDI - EDF Energy Plc,"1,104.29",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101229,Millennium Personnel Services (Education) Limited t/a MPS Education,540.32,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101229,Millennium Personnel Services (Education) Limited t/a MPS Education,540.32,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101241,TTS Group Limited,584.20,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101241,TeacherActive Limited,514.55,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101261,Create Development Limited,695.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101261,Scholastic Limited,764.81,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101261,TTS Group Limited,890.92,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101261,Office Needs Direct (UK) Limited,"1,607.60",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101261,New Directions (Education) Limited,516.05,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101305,Taro Nod Limited,700.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101305,Bay Resourcing Limited,"1,496.69",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101305,Cwmni Urdd Gobaith Cymru,"5,174.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,101308,Schools EDI - EDF Energy Plc,857.55,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Apple Retail UK Limited,500.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Education Staffing Partnership Limited,525.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Education Staffing Partnership Limited,525.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Education Staffing Partnership Limited,525.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Education Staffing Partnership Limited,525.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Education Staffing Partnership Limited,525.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Education Staffing Partnership Limited,525.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Education Staffing Partnership Limited,525.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Education Staffing Partnership Limited,525.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Now Education Group Limited,556.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Now Education Group Limited,556.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Now Education Group Limited,556.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Now Education Group Limited,556.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Now Education Group Limited,556.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Now Education Group Limited,556.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Now Education Group Limited,556.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Education Staffing Partnership Limited,595.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Education Staffing Partnership Limited,595.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Education Staffing Partnership Limited,595.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,B Squared Limited,700.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Academy of Play and Child Psychotherapy Limited,"3,405.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Teaching Personnel Limited,609.75,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,New Directions (Education) Limited,695.95,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Teaching Personnel Limited,853.65,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18/11/2022,102593,Teaching Personnel Limited,"1,013.45",REVENUE,,,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,18/11/2022,102652,Suppleo Recruitment Limited t/a Suppleo Education,540.28,REVENUE,,,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,18/11/2022,102652,Suppleo Recruitment Limited t/a Suppleo Education,675.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,18/11/2022,102652,Suppleo Recruitment Limited t/a Suppleo Education,675.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,18/11/2022,102652,Suppleo Recruitment Limited t/a Suppleo Education,675.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,18/11/2022,102652,Suppleo Recruitment Limited t/a Suppleo Education,675.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,18/11/2022,102652,Suppleo Recruitment Limited t/a Suppleo Education,675.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,18/11/2022,102652,Suppleo Recruitment Limited t/a Suppleo Education,675.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,18/11/2022,103065,Teaching Personnel Limited,574.85,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,18/11/2022,103065,Teaching Personnel Limited,574.85,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,18/11/2022,103229,Millennium Personnel Services (Education) Limited t/a MPS Education,"1,029.09",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18/11/2022,215489,April Complete Care Solutions Limited,534.12,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18/11/2022,215489,April Complete Care Solutions Limited,534.12,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18/11/2022,215489,April Complete Care Solutions Limited,534.12,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18/11/2022,217909,April Complete Care Solutions Limited,500.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18/11/2022,217909,April Complete Care Solutions Limited,503.20,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18/11/2022,217909,April Complete Care Solutions Limited,890.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18/11/2022,217909,April Complete Care Solutions Limited,950.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18/11/2022,217909,Walter Standen T/A Standens Contract Hire,"1,208.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18/11/2022,218419,Simon Lewis t/a Cowbridge and Vale Cars,826.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18/11/2022,260045,Cardiff County Council,"142,000.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18/11/2022,260050,Cansford Laboratories Limited,700.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18/11/2022,260050,TJ Assessment and Consultancy Limited,"2,083.60",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18/11/2022,260050,TJ Assessment and Consultancy Limited,"2,334.40",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18/11/2022,260050,Dr Alison White & Partners LLP,505.44,REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18/11/2022,260050,Sian Jones -  independent social worker,"2,200.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18/11/2022,260092,Cardiff County Council,"27,010.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18/11/2022,260130,Llamau Limited,560.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18/11/2022,260130,Llamau Limited,560.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18/11/2022,260130,Llamau Limited,"1,115.75",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18/11/2022,260140,Llamau Limited,560.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18/11/2022,260140,Llamau Limited,"1,249.64",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18/11/2022,260200,All Care (South Wales) Limited,505.92,REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18/11/2022,260210,NonStop Consulting Limited,"1,151.36",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18/11/2022,260255,Bijou Day Nursery and Creche Limited,540.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,18/11/2022,303900,SMK Building & Maintenance Limited,"-1,041.18",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,18/11/2022,303900,SMK Building & Maintenance Limited,"1,041.18",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,18/11/2022,303910,Hays Specialist Recruitment Limited,819.57,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,18/11/2022,319010,Fleetwheel Limited,519.62,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,18/11/2022,319010,M & M Commercials Limited,585.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,18/11/2022,319010,M & M Commercials Limited,585.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,18/11/2022,319010,Watts Truck & Van (Cardiff) Limited,764.90,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,18/11/2022,319010,Whale Tankers Limited,"1,056.17",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,18/11/2022,319010,Ceri Williams t/a Mobile Tyre Services,913.42,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,18/11/2022,319010,Ceri Williams t/a Mobile Tyre Services,"1,134.89",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,18/11/2022,319010,Ceri Williams t/a Mobile Tyre Services,"1,144.02",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,18/11/2022,319010,Ceri Williams t/a Mobile Tyre Services,"1,144.35",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,18/11/2022,319010,Ceri Williams t/a Mobile Tyre Services,"1,231.64",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,18/11/2022,319010,Ceri Williams t/a Mobile Tyre Services,"1,231.64",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18/11/2022,323687,Drainforce Limited,"1,110.50",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18/11/2022,325406,Dragon Asphalt Limited,"1,475.60",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18/11/2022,325406,Dragon Asphalt Limited,"1,739.10",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18/11/2022,325621,Kordel Limited,"1,883.45",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18/11/2022,325681,Kordel Limited,"2,513.45",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18/11/2022,325790,Kordel Limited,892.25,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,18/11/2022,359340,Parkwood Leisure Limited,"8,432.67",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,18/11/2022,359454,Parkwood Leisure Limited,"1,089.33",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,18/11/2022,360530,Parkwood Leisure Limited,"4,034.53",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,18/11/2022,365803,Cranley Investments Limited t/a Premier Cars,"1,085.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,18/11/2022,405100,Edward Alexander Property Limited,"1,246.20",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,18/11/2022,405100,Nicholas Wheadon T/A Wheadon's Properties,830.80,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,18/11/2022,405113,Knights Lettings Limited T/A Knights Estate Agents,650.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,18/11/2022,405113,Knights Lettings Limited T/A Knights Estate Agents,675.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,18/11/2022,405126,Nina Estate Agents Limited,"1,025.00",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18/11/2022,421230,Complete Business Solutions Group Limited,682.50,REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18/11/2022,421230,Centerprise International Limited,980.00,REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18/11/2022,421230,Centerprise International Limited,"25,517.20",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18/11/2022,421235,Fudge Learn Limited,"7,300.00",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18/11/2022,422120,Circuit Electrical Testing Limited,952.80,REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18/11/2022,422160,DRAC Consulting ltd,"1,895.71",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18/11/2022,422160,DRAC Consulting ltd,"2,094.39",REVENUE,,,
DIRECT POLICY,GF HOUSING ACT ADVANCES,18/11/2022,467403,Owen Associates Limited,588.00,REVENUE,,,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,18/11/2022,812414,Dale Building Maintenance Limited,"69,825.16",CAPITAL,,,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,18/11/2022,812460,Taliesin Conservation Limited,"61,364.38",CAPITAL,,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL PLANNING,18/11/2022,837229,Owen Associates Limited,919.95,CAPITAL,,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,18/11/2022,843012,Owen Associates Limited,704.32,CAPITAL,,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,18/11/2022,843012,Willis Construction Limited,"31,428.24",CAPITAL,,,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,18/11/2022,845003,SMK Building & Maintenance Limited,"5,442.30",CAPITAL,,,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,18/11/2022,845003,Jefferies Decorating Contractors Limited,"7,151.81",CAPITAL,,,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,18/11/2022,845003,Handicare Accessibility Limited,"9,745.00",CAPITAL,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101004,Teaching Personnel Limited,603.10,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101004,Teaching Personnel Limited,603.10,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101004,Teaching Personnel Limited,603.10,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101004,Teaching Personnel Limited,609.75,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Complete Business Solutions Group Limited,506.25,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,When The Adults Change Limited,"1,550.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Superstars School Services Limited,"3,750.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Apollo Teaching Services Limited,527.60,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Apollo Teaching Services Limited,527.60,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Apollo Teaching Services Limited,602.60,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Apollo Teaching Services Limited,602.60,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Teaching Personnel Limited,608.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Teaching Personnel Limited,608.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Teaching Personnel Limited,608.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Teaching Personnel Limited,608.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Teaching Personnel Limited,608.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Teaching Personnel Limited,810.76,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Teaching Personnel Limited,810.76,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Teaching Personnel Limited,"1,013.45",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Teaching Personnel Limited,"1,013.45",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Teaching Personnel Limited,"1,013.45",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Teaching Personnel Limited,"1,013.45",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Apollo Teaching Services Limited,"1,086.60",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Apollo Teaching Services Limited,"1,086.60",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Apollo Teaching Services Limited,"1,086.60",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Apollo Teaching Services Limited,"1,086.60",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Apollo Teaching Services Limited,"1,086.60",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Apollo Teaching Services Limited,"1,122.65",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101032,Apollo Teaching Services Limited,"1,122.65",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101063,Purchase Card Direct Debit Payments,960.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101065,Purchase Card Direct Debit Payments,"1,070.83",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21/11/2022,101095,Farms for City Children Limited,500.00,REVENUE,,,
